gold_label	sentence1	sentence2
Invalidate	A person wearing a large-brimmed hat is standing by a green moped while looking over a body of water with a skyline in the background.	The person is returning to the lakeside where she forgot her hat.
Support	A person wearing a large-brimmed hat is standing by a green moped while looking over a body of water with a skyline in the background.	The morning sun shines on the moped
Neutral	A person wearing a large-brimmed hat is standing by a green moped while looking over a body of water with a skyline in the background.	The lakeside is a popular place for people to watch the sunrise.
Invalidate	A oriental child of approximately 3 years of age is blowing on a toy and she is wearing green bracelets.	the girl puts away toys played with.
Support	A oriental child of approximately 3 years of age is blowing on a toy and she is wearing green bracelets.	the girl seems to love her toys.
Neutral	A oriental child of approximately 3 years of age is blowing on a toy and she is wearing green bracelets.	the girl loves her green bracelets
Invalidate	An older man in khakis sits in a small, donkey-drawn open carriage.	The man is feeding his donkey.
Support	An older man in khakis sits in a small, donkey-drawn open carriage.	The man is going to a market.
Neutral	An older man in khakis sits in a small, donkey-drawn open carriage.	You need to tie the donkey up when you get to your destination so that it doesn't wander off.
Invalidate	Man giving speech in a suit.	He is going to take some refreshments during the break
Support	Man giving speech in a suit.	The topic attracts all audiences as it has a lot of valuable informations for everyone
Neutral	Man giving speech in a suit.	Presentatation skills help to communicate our valuable updates to reach all kinds of peoples
Invalidate	A man is working underneath a blue older model car.	He is going to have lunch
Support	A man is working underneath a blue older model car.	He face some difficulties in repairing the vehicle as some of the spare parts are not available in the market
Neutral	A man is working underneath a blue older model car.	A most experienced mechanic can condition or restructure any types of four wheelers
Invalidate	A rainbow is formed from a tank spraying water on a street.	A man is unlocking a door.
Support	A rainbow is formed from a tank spraying water on a street.	Children are running towards it.
Neutral	A rainbow is formed from a tank spraying water on a street.	The trash has not been picked up.
Invalidate	A man stands on a mountain overlooking trees and a lake.	He reads a book inside.
Support	A man stands on a mountain overlooking trees and a lake.	A deer runs across the field in front of the guy.
Neutral	A man stands on a mountain overlooking trees and a lake.	The outdoors is beautiful to look at.
Invalidate	Two men sitting down outside and looking at a magazine picture of a woman in a bikini.	Man are looking at the sunset.
Support	Two men sitting down outside and looking at a magazine picture of a woman in a bikini.	There talking about a bikini women on the magazine.
Neutral	Two men sitting down outside and looking at a magazine picture of a woman in a bikini.	Men like bikni pictures of women.
Invalidate	Older man, Blacksmithing in a small type, operation.	He is removing his gloves.
Support	Older man, Blacksmithing in a small type, operation.	He is forging some metals.
Neutral	Older man, Blacksmithing in a small type, operation.	Blacksmithing requires physical strength and concentration.
Invalidate	A man admires a rock formation on the water.	The man gets some food at a restaurant.
Support	A man admires a rock formation on the water.	The man enjoys looking at rocks.
Neutral	A man admires a rock formation on the water.	Rock formations are often made naturally.
Invalidate	A man in a dress shirt and tie, wearing strange looking goggles, is sitting in a chair looking at his hand.	His Dr. was running late. The examination is going on now
Support	A man in a dress shirt and tie, wearing strange looking goggles, is sitting in a chair looking at his hand.	He has been waiting for a long time.
Neutral	A man in a dress shirt and tie, wearing strange looking goggles, is sitting in a chair looking at his hand.	The office seemed very full today.
Invalidate	A smiling elderly man wearing suspenders holds a shotgun while sitting in front of a fireplace in a home.	an old person is in bed sleeping
Support	A smiling elderly man wearing suspenders holds a shotgun while sitting in front of a fireplace in a home.	the elder men seems to like to wear the suspender
