gold_label	sentence1	sentence2
Neutral	An escape artist wearing Converse high tops struggles on one foot as a crowd looks on.	The escape artists should always be in a comfortable dress and position to perform the show well.
Invalidate	A man working an office printer.	The printer has run out of paper
Support	A man working an office printer.	He is printing a very large volume of documents
Neutral	A man working an office printer.	A printer is an essential item at an offoce
Invalidate	The black and brown dog is running with something in its mouth.	the dog suddently stopped and dropped the stick and started barking
Support	The black and brown dog is running with something in its mouth.	tha dog is playing catch with it's owner
Neutral	The black and brown dog is running with something in its mouth.	that dog park was the biggest in the city
Invalidate	A man and woman garden together on a sunny day.	The two people get a snack in the kitchen.
Support	A man and woman garden together on a sunny day.	The two people plant a lot of flowers.
Neutral	A man and woman garden together on a sunny day.	Gardening can be very relaxing for some people.
Invalidate	5 men seated with brass instruments	They leave the stage.
Support	5 men seated with brass instruments	There are five men sitting in the orchestra pit with brass instruments.
Neutral	5 men seated with brass instruments	Live music is enjoyed by many people.
Invalidate	A man in a cap is walking and carrying items.	The man cooks dinner with the items that were purchased.
Support	A man in a cap is walking and carrying items.	The items are heavy
Neutral	A man in a cap is walking and carrying items.	Some people employ maids to carry items for them.
Invalidate	The ballerina in red shows her skill by doing a split in midair.	The woman gets some food in her locker room.
Support	The ballerina in red shows her skill by doing a split in midair.	The woman tries to spread her legs as far apart as she can.
Neutral	The ballerina in red shows her skill by doing a split in midair.	Most people do not enjoy watching ballerinas.
Invalidate	A harried young woman walking out of a cafe in a purple coat and tall black boots.	The woman drives home in her car.
Support	A harried young woman walking out of a cafe in a purple coat and tall black boots.	The woman strides as fast as she can.
Neutral	A harried young woman walking out of a cafe in a purple coat and tall black boots.	Most people do not like to use cafes.
Invalidate	A girls soccer team goes into a huddle.	A child is doing her homework.
Support	A girls soccer team goes into a huddle.	The coach is talking to the players.
Neutral	A girls soccer team goes into a huddle.	It is healthy for children to participate in sports.
Invalidate	Lady in green jacket holding the hand of a child in a blue jacket who is walking on a bench.	She lifts him by the waist to help him get down from his high perch.
Support	Lady in green jacket holding the hand of a child in a blue jacket who is walking on a bench.	While the boy is up on the bench he is almost as tall as his mother
Neutral	Lady in green jacket holding the hand of a child in a blue jacket who is walking on a bench.	The park has a wonderful array of places to sit
Invalidate	A large group of people stand outside of a church.	They are going to sleep.
Support	A large group of people stand outside of a church.	Some people are talking during the Sermon.Also some text or talk in phone.
Neutral	A large group of people stand outside of a church.	The priest of the church starts to deliver sermon.
Invalidate	cowboy riding a horse at an event	a serious accident happened at the event
Support	cowboy riding a horse at an event	The horse is enraged by the cowboy mount
Neutral	cowboy riding a horse at an event	There are people who like to watch rodeos
Invalidate	Women puts on shoe while leaning against a storefront.	The women get food at a restaurant.
Support	Women puts on shoe while leaning against a storefront.	The women try not to lose their balance.
Neutral	Women puts on shoe while leaning against a storefront.	Most women like to shop for shoes.
Invalidate	A brown dog is running though a river.	The dog rests in his dog house.
Support	A brown dog is running though a river.	The dog sprints as fast as he can.
Neutral	A brown dog is running though a river.	Most dogs like to play in the water.
Invalidate	A man writing while he has a hot cup of coffee.	She is going to bed
Support	A man writing while he has a hot cup of coffee.	It seems hard to drink coffee while writing
