gold_label	sentence1	sentence2
Support	A man and a woman smile as they sit in yellow lawn chairs.	The people show as many teeth as possible.
Neutral	A man and a woman smile as they sit in yellow lawn chairs.	Most people love to smile when they are happy.
Invalidate	Some Marines in an honor guard are carrying flags and marching in a low key parade in front of a few spectators sitting on a curb.	There is no one out on the streets.
Support	Some Marines in an honor guard are carrying flags and marching in a low key parade in front of a few spectators sitting on a curb.	The people watching from the side of the road cheer and wave.
Neutral	Some Marines in an honor guard are carrying flags and marching in a low key parade in front of a few spectators sitting on a curb.	Parades are a wonderful way to celebrate with the whole community.
Invalidate	A young African American boy playing bowling inside a building, with some onlookers.	The young African American boy plays outside in the empty park.
Support	A young African American boy playing bowling inside a building, with some onlookers.	The young African American boy is proud as he gets a strike and the people cheer.
Neutral	A young African American boy playing bowling inside a building, with some onlookers.	Bowling is a game that's as fun to play as it is to watch.
Invalidate	A woman is dancing in leaves, while spectators sit or stand on the grass.	the show stopped because it started raining
Support	A woman is dancing in leaves, while spectators sit or stand on the grass.	the show is organized for the city festival
Neutral	A woman is dancing in leaves, while spectators sit or stand on the grass.	the people watching the show loved the dance
Invalidate	Camels resting in a desert village as the sun reflects off the dust and the mountains in the background.	The sahara like area based animal is going to search food and water for dinner
Support	Camels resting in a desert village as the sun reflects off the dust and the mountains in the background.	When sahara like area based animal with one or two humps on its back takes some break
Neutral	Camels resting in a desert village as the sun reflects off the dust and the mountains in the background.	Sahara like area based animal with one or two humps on its back takes some break will help to maintain good health.
Invalidate	A bearded man plays an instrument in front of a stone wall.	The man drinks warm tea.
Support	A bearded man plays an instrument in front of a stone wall.	The man play the violent smoothly and emotionally.
Neutral	A bearded man plays an instrument in front of a stone wall.	The music is melancholy and soothing.
Invalidate	Climbing and exploring the ice caves.	it was difficult to walk on frozen river
Support	Climbing and exploring the ice caves.	ice is falling off while entering
Neutral	Climbing and exploring the ice caves.	temperature got too low as we enter inside
Invalidate	Dog and owner sitting on lawn.	The dog eats out of his dish inside.
Support	Dog and owner sitting on lawn.	The dog and person enjoy relaxing outside.
Neutral	Dog and owner sitting on lawn.	Most dogs enjoy relaxing outside on nice days.
Invalidate	Three street hockey players playing a game.	Three hockey players are taking rest at home.
Support	Three street hockey players playing a game.	The ice is frozen and ready to be played on
Neutral	Three street hockey players playing a game.	Cruiser ships are diffuser levels of cool!
Invalidate	This is a large group of young people at a party.	A lot of the young people are suffering from hangovers.
Support	This is a large group of young people at a party.	Everyone in the group is dancing
Neutral	This is a large group of young people at a party.	Parties can sometimes get out of control.
Invalidate	A little boy with blue jeans runs on the leaves in the woods.	children are at the school for the school-return
Support	A little boy with blue jeans runs on the leaves in the woods.	the kid wears freshly washed and ironed jeans
Neutral	A little boy with blue jeans runs on the leaves in the woods.	during this season children prefer to play outdoors
Invalidate	A young girl in a bathing suit is standing on a beach at the water's edge, surrounded by seaweed.	The young girl is diving into the sea.
Support	A young girl in a bathing suit is standing on a beach at the water's edge, surrounded by seaweed.	The girl is thinking about going for a swim.
Neutral	A young girl in a bathing suit is standing on a beach at the water's edge, surrounded by seaweed.	The girl is happy that she's at the beach because the weather is lovely today.
