gold_label	sentence1	sentence2
Neutral	A person with brown hair, wearing a silver ring, black bracelet, black watch, sunglasses, and a denim jacket, is running their hand through their hair.	They went for a coffee together in the restaurant opposite to college.
Invalidate	A young girl wearing a pink hat stands on a grassy field.	A girl is playing badminton in the grassy field.
Support	A young girl wearing a pink hat stands on a grassy field.	A girl is watching other boys playing badminton in the field.
Neutral	A young girl wearing a pink hat stands on a grassy field.	Girls likes to play badminton .
Invalidate	A skier is doing a trick in the air at night.	A stranger buys the showman a beer for he enjoyed watching his acrobatic skills.
Support	A skier is doing a trick in the air at night.	It looks dangerous
Neutral	A skier is doing a trick in the air at night.	The audience on yesterday's show was excited despite freezing cold.
Invalidate	A young woman sitting on a park bench.	A woman is reached her home by walking.
Support	A young woman sitting on a park bench.	she enjoys the summer breeze in the park
Neutral	A young woman sitting on a park bench.	many people wnet ot the park that day
Invalidate	A man is walking past a building where another man is sitting.	The first man is sitting down in a cafe
Support	A man is walking past a building where another man is sitting.	Going on walks is a part of his routine.
Neutral	A man is walking past a building where another man is sitting.	Doctors say physical activity is good for your health
Invalidate	a small dog steps onto a log.	The dog rests in his dog house.
Support	a small dog steps onto a log.	The dog tries to keep his balance.
Neutral	a small dog steps onto a log.	Most dogs like to play outside.
Invalidate	A man in an orange suit walking in a mall.	The mall has been closed for the evening.
Support	A man in an orange suit walking in a mall.	He whistles as he skips along .
Neutral	A man in an orange suit walking in a mall.	Many people crave attention through self expression.
Invalidate	The two little sisters in their pink pajamas are playing with their dollhouse and getting along so well.	mum told the two girls to go to bed because it was late
Support	The two little sisters in their pink pajamas are playing with their dollhouse and getting along so well.	the two sisters have the two dolls as a present
Neutral	The two little sisters in their pink pajamas are playing with their dollhouse and getting along so well.	that evening the whole family had a pizza for lunch
Invalidate	A woman and boy who is holding tennis rackets walk by each other.	They are playing a tennis match.
Support	A woman and boy who is holding tennis rackets walk by each other.	They are walking on the road.
Neutral	A woman and boy who is holding tennis rackets walk by each other.	Playing tennis regularly can improve muscle strength.
Invalidate	A young girl swinging off a tire swing	She's gone to school by bus.
Support	A young girl swinging off a tire swing	She's enjoying the ride and telling her brother to join her.
Neutral	A young girl swinging off a tire swing	Children who have the chance to have a backyard are grown up healthier mentally.
Invalidate	a white dog runs along the beach	The dog takes a nap at his house.
Support	a white dog runs along the beach	The sand and wind at the beach feel good to the dog.
Neutral	a white dog runs along the beach	Most dogs enjoy running around outside.
Invalidate	A man looks over a railing into the water.	He jumps over it and falls into the water
Support	A man looks over a railing into the water.	He looks sad and spits down into the river
Neutral	A man looks over a railing into the water.	Trainspotters can be seen at many places in the South of Wales.
Invalidate	A person kneels near a creek with a Camera.	The person looks at his pictures at home.
Support	A person kneels near a creek with a Camera.	The person enjoys taking pictures of the nature he is in.
Neutral	A person kneels near a creek with a Camera.	Cameras are a fun hobby for some people.
Invalidate	2 bikers are on a rocky dirt trail and number 3 is in the lead.	Biker number 3 wins the race.
Support	2 bikers are on a rocky dirt trail and number 3 is in the lead.	Spectators are watching the race.
Neutral	2 bikers are on a rocky dirt trail and number 3 is in the lead.	Riding a bike in a dirt trail can be challenging.
Invalidate	The man is aiming in on his target.	He is searching for his target that was spotted by someone else just one hour earlier in a pplace far away from where he is now.
Support	The man is aiming in on his target.	He is able to spot his target.
Neutral	The man is aiming in on his target.	He is looking for his target.
Invalidate	A little black boy in a blue shirt and dark shorts running through a fountain.	The kid is playing with his friends at school
